Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,华为荣耀,0.013875871930911792,100.0,3206603957
2,刷机精灵,0.012092977920913062,87.15,2138667745
3,小米手机,0.00987683961338892,71.18,2202387347
4,红米手机,0.009812260938979895,70.71,3021514657
5,欧朋浏览器,0.009469679656403088,68.25,2281904953
6,小米粉丝后援会,0.009410032876642254,67.82,2560567121
7,小米公司,0.009253325848410463,66.69,1771925961
8,烈枫,0.008884100990843163,64.03,3109203651
9,青橙手机,0.00877559763485151,63.24,2617957941
10,周鸿祎,0.007960043744436703,57.37,1708942053
11,幻想曲通讯,0.007928712071557908,57.14,1741534187
12,珠海小米之家,0.007873652964303627,56.74,3016578215
13,手机全球汇,0.00782891629434732,56.42,1898587152
14,米粉先生吖,0.007768820168945573,55.99,1952632527
15,秋叶随风ivan,0.007448092504376825,53.68,1697247850
16,耿琪伟,0.007422714630737841,53.49,1860096194
17,MIUI_ROM,0.007160269239993454,51.6,1786860821
18,Tommy刘广鑫_小米,0.007121985320424771,51.33,2174453201
19,LBE安全大师,0.007065981916999108,50.92,1574529493
20,猫扑,0.007031967401285583,50.68,1660452532
21,雷军,0.006751692941325004,48.66,1749127163
22,移动互联网那些事,0.006721272496956297,48.44,1940944734
23,凤凰科技,0.006641986923710408,47.87,1856404484
24,尚洁怡,0.006617778367719929,47.69,1938594462
25,陈年,0.0065896721272922605,47.49,1732950433
26,博数码,0.006535385692277188,47.1,1738877650
27,小米应用商店,0.006493666362726117,46.8,2758590881
28,新财富杂志,0.006472490747261481,46.65,1708922835
29,爱活新鲜播,0.006451837852529552,46.5,1656692511
30,小米电视,0.006443874813023954,46.44,2950733213
31,安卓论坛,0.00633389569460531,45.65,1796445350
32,重庆商报,0.006318054788225242,45.53,1884334303
33,3G门户手机频道,0.006274199591120769,45.22,1849884784
34,科技Phone汇,0.006233654068644599,44.92,2002020501
35,凤凰数码,0.006218368206762237,44.81,2707058873
36,扬子晚报,0.006183487519425019,44.56,1653603955
37,锤子科技,0.006158611383329242,44.38,2968634427
38,波仔卢,0.006140959957542915,44.26,1654448637
39,快盘,0.00604636406560551,43.57,1739959962
40,米聊,0.0060090068029197705,43.31,1655302873
41,建华Wei业,0.006007483047255775,43.29,1798275315
42,华为商城,0.005987651221963433,43.15,2660577861
43,优购时尚商城,0.005940240315240315,42.81,2170730475
44,科技全球汇,0.005883453830897013,42.4,1772562571
45,nubia智能手机,0.005866527713773033,42.28,2156294570
46,TechWeb,0.005859419075159127,42.23,1642471052
47,小米盒子,0.005856755442668865,42.21,3031330053
48,公民大李,0.005851683148952835,42.17,1421810953
49,ZAKER,0.005801487736262446,41.81,1898495494
50,黎万强,0.00578046289605634,41.66,2202311361
51,MIUI发烧友俱乐部,0.005771526161182506,41.59,3175046782
52,手机中国联盟官博,0.005750260108825498,41.44,2101850115
53,安卓测评师,0.005709311522113573,41.15,2633161881
54,想念熊,0.005696537533247019,41.05,1823787462
55,Zealer中国,0.005662814329692277,40.81,3097378697
56,电脑报,0.005651801376382717,40.73,1649597805
57,方正宽带正在你身边,0.005638304947017068,40.63,2243654620
58,小米手机_钟雨飞,0.005561085887366248,40.08,1053099491
59,经济之声,0.005559741032752397,40.07,1704819467
60,有梦想有可能,0.005555671061994375,40.04,3014797160
61,大河网,0.0055260942760942755,39.83,1828887503
62,米瑞蓉,0.005504675248993431,39.67,1517916214
63,互联网分析沙龙,0.005467720685111989,39.4,1687445053
64,新浪财经,0.0053938943001443,38.87,1638782947
65,全球iPhone官网,0.0053689952023285355,38.69,1894383393
66,C科技,0.005358856079736762,38.62,1823630913
67,ePrice比价王,0.005348730955469354,38.55,1800356282
68,豆子发了芽,0.005316195952319423,38.31,2103472401
69,王石,0.005290607882376722,38.13,1193491727
70,五岳散人,0.005218855218855218,37.61,1477045392
71,神得强Steven,0.0051985703690742135,37.46,1315420805
72,新闻晨报,0.0051898474526315425,37.4,1314608344
73,锋潮_姜唯,0.005090887559276268,36.69,2158982787
74,Happy张江,0.005069478375586331,36.53,2709577332
75,驱动之家,0.005058771917656394,36.46,1659643027
76,小米-校园,0.00505019374002354,36.4,2829906144
77,电商讲师肖震,0.0050383159385601565,36.31,2616761494
78,痞子佩剑,0.005018271854161437,36.17,1867912754
79,头条新闻,0.005009233138494502,36.1,1618051664
80,小米微博组,0.005002178750909201,36.05,2928943755
81,诺基亚WP粉丝团,0.004872878023539911,35.12,2498745152
82,罗永浩,0.004831266762137973,34.82,1640571365
83,林斌_Bin,0.004821275951657102,34.75,1689618340
84,猫眼分享,0.0047625989182004495,34.32,2963499524
85,南方日报,0.004699100562736926,33.87,1682207150
86,手机之家iMobile,0.004698891724583425,33.86,1833030495
87,小米商城,0.004669123910579497,33.65,3130145063
88,新浪手机,0.00464627549464254,33.48,1642632024
89,央视新闻,0.004589330992029855,33.07,2656274875
90,小米路由器,0.004551529634252178,32.8,3911265615
91,搞机圈老王,0.004526945592286501,32.62,3293717571
92,中兴红牛手机,0.0044679890519193875,32.2,5035782917
93,太平洋Phone人院,0.004467836236450638,32.2,3470579282
94,OONE智能手机,0.004462848827808358,32.16,3978239111
95,小米社区,0.0044438384953844196,32.03,2627413237
96,安卓网,0.004438980774980034,31.99,2033175114
97,数字尾巴,0.004433979594552717,31.95,1726544024
98,VANCL粉丝团,0.0044275778401684195,31.91,1643830957
99,数码疯报,0.0044049873737373735,31.75,2561744167
100,疯狂的杨林,0.004384218882019468,31.6,1765678631
101,小米浩子同学,0.004363033746556473,31.44,2658895093
102,华泰证券殷化阳,0.00432449494949495,31.17,1623404035
103,鲁振旺,0.004233501136910227,30.51,1837948162
104,新浪单机电视游戏,0.004191919191919192,30.21,2497298463
105,诺基亚,0.0041672109021246954,30.03,1660811367
106,铁杆米粉-热乎雪糕,0.004144261967114708,29.87,1703815732
107,酷比魔方,0.004119550057089903,29.69,1218334084
108,互联网分析网,0.004094289055226556,29.51,1891212990
109,记忆那个回忆,0.004092800450514829,29.5,2747905335
110,华为终端官方微博,0.003907399741876453,28.16,1839167003
111,经纬张颖,0.0038638994107744106,27.85,1042026447
112,大鹏看天下,0.003820189112309831,27.53,1735047885
113,58同城,0.003806889793220491,27.44,1571585030
114,山西晚报,0.0037987585331335327,27.38,1232121710
115,谭文胜微博,0.0037900112532029528,27.31,1876792387
116,范志红_原创营养信息,0.003787878787878788,27.3,1496878501
117,吉莱克科技,0.003780583269219633,27.25,3808007273
118,一加手机,0.0037762427038932275,27.21,3871046669
119,虎嗅网,0.00375634193816012,27.07,2357213493
120,余承东,0.0037530754660530037,27.05,1100856704
121,参考消息,0.003741310004953845,26.96,2375086267
122,酷派官方微博,0.003739535413194677,26.95,1689575103
123,手机中国,0.0036673319834811756,26.43,1737694250
124,中国经营报,0.0036062548562548567,25.99,1650111241
125,小米顾逸之,0.003575665881125367,25.77,1099301072
126,羊城晚报,0.0035384170227920225,25.5,1497087080
127,91门户,0.0035250480270575843,25.4,1645596452
128,爱范儿,0.0035154840369403767,25.34,1642720480
129,最牛傻蛋,0.00351283890023269,25.32,1748731071
130,互联网的那点事,0.003485588206085559,25.12,1627825392
131,36氪,0.0034757395353731645,25.05,1750070171
132,北大新媒体,0.0034732507076257082,25.03,1711479641
133,科技新一,0.0034731104333377057,25.03,2827386331
134,极客村,0.0034363411667018384,24.76,1870795791
135,数据挖掘与数据分析,0.00342688246097337,24.7,1784501333
136,IT168手机频道,0.0034233472234517894,24.67,3204157505
137,199IT-互联网数据中心,0.0034010935702432797,24.51,1787567623
138,21世纪经济报道,0.003359127895112744,24.21,1651428902
139,搞机圈,0.0033206426365118163,23.93,3155016932
140,海淀某猫,0.0033186983471074384,23.92,1649415505
141,李伯清,0.003307748538011696,23.84,1822299354
142,孙昌旭,0.003300707969505318,23.79,1337881733
143,新浪科技,0.003300646323373596,23.79,1642634100
144,新快报,0.003282227032227032,23.65,1652484947
145,veryls,0.00326050336319376,23.5,1690385133
146,小米陆柒柒,0.003150071904395027,22.7,1829822693
147,北京小米之家,0.003143065207209944,22.65,2891173407
148,天猫电器城,0.0031210175031197757,22.49,1773489534
149,Ry09iu,0.0031165738196988198,22.46,1760810914
150,原道数码,0.003090309689098982,22.27,1986740801
151,小米KKWong,0.003074741580648522,22.16,1779720113
152,爱搞机,0.0030530883879323328,22.0,2708473010
153,多看阅读,0.0030486153159492058,21.97,2614813575
154,GEM鄧紫棋,0.0030366161616161617,21.88,1705586121
155,摄影师李小蕾,0.0030115740740740745,21.7,1627376413
156,煮机网,0.002966623430333108,21.38,1685945712
157,蛙叔,0.0029663746046321806,21.38,2699064902
158,人民日报,0.0029659951790633604,21.38,2803301701
159,WP萝拉,0.0029429387952115225,21.21,2061551211
160,孙洪斌HobySun,0.0029223127406440806,21.06,1671519317
161,商业启示录,0.0028957039853421433,20.87,2257685451
162,唐沐thomas,0.0028325440629321207,20.41,1656627870
163,全球安卓报道,0.0028029790954212977,20.2,3871307373
164,LifeTime,0.002801330613830614,20.19,3716243842
165,青浦警坛小金,0.002795138888888889,20.14,1454461772
166,李楠或kkk,0.00275415637835893,19.85,1645215240
167,英伟达NVIDIA中国,0.0027485178736733388,19.81,1715001194
168,palm大叔,0.002737202178184583,19.73,1597256362
169,十万个冷笑话官,0.00271309105548236,19.55,1604816167
170,公安部打四黑除四害,0.0026964595011470015,19.43,2328516855
171,英国时报,0.002637987012987013,19.01,3099016097
172,孙思远,0.002623097388722389,18.9,1788641607
173,vivo智能手机,0.0025867413310595127,18.64,1809745371
174,财新网,0.0025520190619622435,18.39,1663937380
175,吃喝玩乐在北京,0.002517268611168132,18.14,1863337381
176,VST全聚合官网,0.0025160807480434292,18.13,2401467601
177,性感玉米,0.0025032263668627306,18.04,1676582524
178,GeekPark,0.0025016351955635375,18.03,1735559201
179,氧气时刻准备着,0.0024972481222481223,18.0,2647509761
180,IT之家,0.0024910652348584658,17.95,1826017320
181,营养医师王兴国,0.002449980574980575,17.66,1421067881
182,广东台今日关注,0.0024346429033929033,17.55,31906528
183,环球时报,0.002429379017447199,17.51,1974576991
184,卤吸吸,0.0023940705758887576,17.25,2090683994
185,于海青,0.0023926767676767675,17.24,1340529235
186,地震速报哥,0.0023731649301943925,17.1,2749360471
187,乐视超级路由器,0.0023560893021120294,16.98,3953675503
188,小米袁宝,0.002335132416384367,16.83,2622707913
189,况忠琪,0.002206607847771641,15.9,1626112207
190,潘九堂,0.0021921980258916194,15.8,1569990961
191,虎扑篮球,0.002178030303030303,15.7,1642292081
192,电子竞技杂志,0.002178030303030303,15.7,1649401391
193,王利芬,0.0021664975180600184,15.61,1233536692
194,毕朝晖,0.00211298872344131,15.23,1402835324
195,猎云网,0.002059493486463595,14.84,2822771827
196,猴大宝,0.0020526265619123644,14.79,1412758841
197,人民网,0.002040817925761108,14.71,2286908003
198,印象笔记,0.002023549892868075,14.58,2797465504
199,联想官方粉丝俱乐部,0.0019610770941756355,14.13,5044762603
