Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,最牛傻蛋,0.08228703703703703,100.0,1748731071
2,全球安卓报道,0.07662037037037037,93.11,3871307373
3,3G门户手机频道,0.07284259259259258,88.52,1849884784
4,nubia智能手机,0.06575925925925925,79.91,2156294570
5,猫眼分享,0.06497222222222222,78.96,2963499524
6,耳机林sir,0.05773148148148148,70.16,1828166135
7,凤凰数码,0.04923148148148149,59.83,2707058873
8,幻想曲通讯,0.03978703703703704,48.35,1741534187
9,TechWeb,0.036481481481481476,44.33,1642471052
10,Flyme应用中心,0.035694444444444445,43.38,3815002774
11,安卓论坛,0.03427777777777778,41.66,1796445350
12,Zealer中国,0.03097222222222222,37.64,3097378697
13,午后狂睡_Silent,0.029555555555555554,35.92,1253846303
14,魅族汇,0.029398148148148145,35.73,2256623634
15,豆子发了芽,0.025069444444444443,30.47,2103472401
16,cnBeta,0.02388888888888889,29.03,2769378403
17,C科技,0.02270833333333333,27.6,1823630913
18,搞机小公主,0.02270833333333333,27.6,1960732503
19,科技美学,0.021291666666666667,25.87,1094293345
20,科技全球汇,0.019166666666666665,23.29,1772562571
21,奥卡姆剃刀,0.019166666666666665,23.29,1820201245
22,猴大宝,0.019166666666666665,23.29,1412758841
23,况忠琪,0.017986111111111112,21.86,1626112207
24,科技Phone汇,0.01798611111111111,21.86,2002020501
25,罗永浩锤子手机,0.01798611111111111,21.86,2456347574
26,哲野狂人,0.015625,18.99,1360575977
27,万能的大熊,0.01538888888888889,18.7,1095240537
28,杨颜,0.014444444444444444,17.55,3805445981
29,vivo智能手机,0.012083333333333335,14.68,1809745371
30,IT之家,0.009722222222222222,11.82,1826017320
