Rank,Weibo User,PageRank Value,Weibo Influence Value,User id
1,华为荣耀,0.04016264166545066,100.0,3206603957
2,小米手机,0.03570512935385791,88.9,2202387347
3,ePrice比价王,0.029596385200317786,73.69,1800356282
4,小米盒子,0.029402101282645338,73.21,3031330053
5,手机全球汇,0.02347568785771033,58.45,1898587152
6,科技Phone汇,0.023371921461809102,58.19,2002020501
7,小米公司,0.02271341679051614,56.55,1771925961
8,烈枫,0.02228312065095034,55.48,3109203651
9,煮机网,0.020325040128410916,50.61,1685945712
10,电脑报,0.019765737539613942,49.21,1649597805
11,波仔卢,0.018691430866918744,46.54,1654448637
12,广州日报,0.018288677614520313,45.54,1887790981
13,小米粉丝后援会,0.01793067534344885,44.65,2560567121
14,小米浩子同学,0.016605199370574888,41.34,2658895093
15,Tommy刘广鑫_小米,0.016588007399657313,41.3,2174453201
16,小米电视,0.01649296375974377,41.07,2950733213
17,小米解答团,0.016101754420426804,40.09,2675064033
18,现代快报,0.01565503784604908,38.98,1656737654
19,小米路由器,0.015408339114725868,38.36,3911265615
20,楚天都市报,0.015340767222789695,38.2,1720962692
21,小米商城,0.015131427150942229,37.68,3130145063
22,小辣椒,0.014808227041373108,36.87,3811361823
23,重庆晚报,0.014587834917891097,36.32,1774259814
24,家人杂志,0.014587834917891097,36.32,1642030665
25,哲野狂人,0.014576098059244126,36.29,1360575977
26,南京广播电视台,0.01441947565543071,35.9,2663751563
27,耿琪伟,0.014256540120304166,35.5,1860096194
28,米聊,0.014126945726590906,35.17,1655302873
29,安卓论坛,0.013989566719829878,34.83,1796445350
30,小米手机_钟雨飞,0.013441015502665412,33.47,1053099491
31,刘江峰-荣耀,0.013348574022731324,33.24,3662394442
32,移动互联网那些事,0.012980428591383647,32.32,1940944734
33,经济日报,0.012200194468452896,30.38,3037284894
34,科技全球汇,0.012104187946884577,30.14,1772562571
35,林斌_Bin,0.012039925955508452,29.98,1689618340
36,驱动之家,0.01178774310648941,29.35,1659643027
37,新浪手机,0.011564075749469008,28.79,1642632024
38,iPhone频道,0.011235955056179775,27.98,2003347594
39,凤凰数码,0.01044153838801976,26.0,2707058873
40,雷军,0.010423412007533828,25.95,1749127163
41,WP微迷网,0.010197117956949416,25.39,2302985255
42,IT168手机频道,0.010176285743627552,25.34,3204157505
43,PP助手,0.009907106782106783,24.67,2385360871
44,小米社区,0.00990187206183658,24.65,2627413237
45,Android安卓中国,0.00924625468164794,23.02,2233178402
46,人民日报,0.009215643906655142,22.95,2803301701
47,Zealer中国,0.009017737880097429,22.45,3097378697
48,痞子佩剑,0.008937894190703179,22.25,1867912754
49,猫眼分享,0.008925348995573715,22.22,2963499524
50,OONE智能手机,0.00879753808679001,21.9,3978239111
51,王自如ZEALER,0.008653712080678373,21.55,1734741902
52,疯狂的杨林,0.00864489599040161,21.52,1765678631
53,WeiPhoneMac技术组,0.008640470016874511,21.51,3146485692
54,酷派官方微博,0.008385715408187317,20.88,1689575103
55,央视新闻,0.00817181647940075,20.35,2656274875
56,幻想曲通讯,0.007882294048024386,19.63,1741534187
57,许晓辉,0.00759095773140717,18.9,1494850741
58,数字尾巴,0.007256554307116105,18.07,1726544024
59,全球安卓报道,0.007205076446649481,17.94,3871307373
60,欧朋浏览器,0.00684055644729802,17.03,2281904953
61,数码窝社区,0.006718732266485076,16.73,2764114452
62,WP萝拉,0.006631219903691815,16.51,2061551211
63,铁杆米粉-热乎雪糕,0.006526991636394357,16.25,1703815732
64,完美孕妇杂志,0.006460674157303371,16.09,1707427294
65,思想聚焦,0.006297416690675118,15.68,1742566624
66,来去之间,0.006098910452843037,15.19,1111681197
67,公民大李,0.006009170867243015,14.96,1421810953
68,万能的大熊,0.005505617977528091,13.71,1095240537
69,阿森,0.0053893671871199965,13.42,1690708594
70,潘九堂,0.0053704176597435035,13.37,1569990961
71,豆子发了芽,0.005218476903870163,12.99,2103472401
72,科技疯报,0.005134207240948814,12.78,2200164557
73,新浪军事,0.005037273120138289,12.54,1499104401
74,成都发布,0.0048689138576779025,12.12,1523766213
75,安卓市场,0.0048689138576779025,12.12,2101284045
76,北大新媒体,0.004758715067703831,11.85,1711479641
77,北京联通,0.004707184201566224,11.72,1865091063
78,IT之家,0.0042368913857677905,10.55,1826017320
79,猎云网,0.003990547529873373,9.94,2822771827
80,科技新一,0.003542446941323346,8.82,2827386331
81,阿智的一些事一些情,0.0032771535580524347,8.16,1724187070
82,秋田六千,0.002746566791510612,6.84,3167305545
83,安卓全球汇,0.0026813074565883556,6.68,1993331044
84,姚劲波,0.002614520311149525,6.51,1665232543
85,河北青年报,0.0025536261491317675,6.36,1702896953
86,LifeTime,0.0025536261491317675,6.36,3716243842
87,MakeitPossible,0.0022471910112359553,5.6,3032210184
88,叫兽易小星,0.0022159800249687894,5.52,1691761292
89,小米陆柒柒,0.0021880544056771143,5.45,1829822693
